game_date,opponent_team,team
2025-03-23,LAC,OKC
2025-03-24,IND,MIN
2025-03-24,ORL,LAL
2025-03-24,WAS,TOR
2025-03-24,BKN,DAL
2025-03-24,NOP,PHI
2025-03-24,DEN,CHI
2025-03-24,PHX,MIL
2025-03-24,SAC,BOS
2025-03-25,CHA,ORL
2025-03-25,DET,SAS
2025-03-25,MIA,GSW
2025-03-25,NYK,DAL
2025-03-25,HOU,ATL
2025-03-25,UTA,MEM
2025-03-25,POR,CLE
2025-03-25,SAC,OKC
2025-03-26,PHI,WAS
2025-03-26,BKN,TOR
2025-03-26,IND,LAL
2025-03-26,NYK,LAC
2025-03-26,DEN,MIL
2025-03-26,PHX,BOS
2025-03-27,CLE,SAS
2025-03-27,ORL,DAL
2025-03-27,WAS,IND
2025-03-27,MIA,ATL
2025-03-27,CHI,LAL
2025-03-27,OKC,MEM
2025-03-27,UTA,HOU
2025-03-27,SAC,POR
2025-03-28,DET,CLE
2025-03-28,BKN,LAC
2025-03-28,TOR,CHA
2025-03-28,MIL,NYK
2025-03-28,MIN,PHX
2025-03-28,NOP,GSW
2025-03-28,DEN,UTA
2025-03-29,ORL,SAC
2025-03-29,WAS,BKN
2025-03-29,PHI,MIA
2025-03-29,CHI,DAL
2025-03-29,MEM,LAL
2025-03-29,OKC,IND
2025-03-29,SAS,BOS
2025-03-30,CLE,LAC
2025-03-30,NYK,POR
2025-03-30,MIL,ATL
2025-03-30,MIN,DET
2025-03-30,NOP,CHA
2025-03-30,SAS,GSW
2025-03-30,PHI,TOR
2025-03-30,PHX,HOU
2025-03-31,CHA,UTA
2025-03-31,IND,SAC
2025-03-31,ORL,LAC
2025-03-31,WAS,MIA
2025-03-31,MEM,BOS
2025-03-31,OKC,CHI
2025-03-31,DAL,BKN
2025-03-31,LAL,HOU
2025-04-01,ATL,POR
2025-04-01,NYK,PHI
2025-04-01,CHI,TOR
2025-04-01,MEM,GSW
2025-04-01,MIL,PHX
2025-04-01,DEN,MIN
2025-04-02,CLE,NYK
2025-04-02,IND,CHA
2025-04-02,WAS,SAC
2025-04-02,BOS,MIA
2025-04-02,HOU,UTA
2025-04-02,OKC,DET
2025-04-02,DAL,ATL
2025-04-02,DEN,SAS
2025-04-02,LAC,NOP
2025-04-03,WAS,ORL
2025-04-03,BKN,MIN
2025-04-03,MIA,MEM
2025-04-03,PHI,MIL
2025-04-03,TOR,POR
2025-04-03,LAL,GSW
2025-04-04,CHA,SAC
2025-04-04,IND,UTA
2025-04-04,BOS,PHX
2025-04-04,TOR,DET
2025-04-04,CHI,POR
2025-04-04,HOU,OKC
2025-04-04,SAS,CLE
2025-04-04,GSW,DEN
2025-04-04,LAL,NOP
2025-04-04,LAC,DAL
2025-04-05,ATL,NYK
2025-04-05,DET,MEM
2025-04-05,PHI,MIN
2025-04-05,MIA,MIL
2025-04-05,LAC,DAL
2025-04-06,CHA,CHI
2025-04-06,BKN,TOR
2025-04-06,OKC,LAL
2025-04-06,ATL,UTA
2025-04-06,BOS,WAS
2025-04-06,CLE,SAC
2025-04-06,POR,SAS
2025-04-06,NYK,PHX
2025-04-06,NOP,ORL
2025-04-06,DEN,IND
2025-04-06,GSW,HOU
2025-04-07,DET,SAC
2025-04-07,MIA,PHI
2025-04-08,CHA,MEM
2025-04-08,CLE,CHI
2025-04-08,IND,WAS
2025-04-08,ORL,ATL
2025-04-08,BKN,NOP
2025-04-08,NYK,BOS
2025-04-08,MIL,MIN
2025-04-08,OKC,LAL
2025-04-08,PHX,GSW
2025-04-08,LAC,SAS
2025-04-09,ORL,BOS
2025-04-09,WAS,PHI
2025-04-09,TOR,CHA
2025-04-09,DAL,LAL
2025-04-09,CHI,MIA
2025-04-09,MIL,NOP
2025-04-09,UTA,POR
2025-04-09,GSW,SAS
2025-04-09,PHX,OKC
2025-04-09,SAC,DEN
2025-04-09,LAC,HOU
2025-04-10,DET,NYK
2025-04-10,IND,CLE
2025-04-10,BKN,ATL
2025-04-10,MEM,MIN
2025-04-11,DET,MIL
2025-04-11,IND,ORL
2025-04-11,PHI,ATL
2025-04-11,BOS,CHA
2025-04-11,NYK,CLE
2025-04-11,CHI,WAS
2025-04-11,NOP,MIA
2025-04-11,DAL,TOR
2025-04-11,MIN,BKN
2025-04-11,DEN,MEM
2025-04-11,UTA,OKC
2025-04-11,PHX,SAS
2025-04-11,POR,GSW
2025-04-11,SAC,LAC
2025-04-11,LAL,HOU
2025-04-13,ATL,ORL
2025-04-13,BOS,CHA
2025-04-13,BKN,NYK
2025-04-13,CLE,IND
2025-04-13,MIA,WAS
2025-04-13,PHI,CHI
2025-04-13,MIL,DET
2025-04-13,HOU,DEN
2025-04-13,MEM,DAL
2025-04-13,MIN,UTA
2025-04-13,NOP,OKC
2025-04-13,SAS,TOR
2025-04-13,GSW,LAC
2025-04-13,POR,LAL
2025-04-13,SAC,PHX
2024-10-04,DEN,BOS
2024-10-04,UTA,NZB
2024-10-04,LAL,MIN
2024-10-05,LAC,GSW
2024-10-06,BOS,DEN
2024-10-06,CHA,NYK
2024-10-06,TOR,WAS
2024-10-06,DET,MIL
2024-10-06,LAL,PHX
2024-10-07,NOP,ORL
2024-10-07,PHI,NZB
2024-10-07,DAL,MEM
2024-10-07,SAS,OKC
2024-10-07,UTA,HOU
2024-10-08,CHA,MIA
2024-10-08,CLE,CHI
2024-10-08,DET,PHX
2024-10-08,ATL,IND
2024-10-08,LAC,BKN
2024-10-09,NYK,WAS
2024-10-09,OKC,HOU
2024-10-09,SAS,ORL
2024-10-09,SAC,GSW
2024-10-10,CLE,IND
2024-10-10,DAL,UTA
2024-10-10,MEM,CHA
2024-10-10,MIL,LAL
2024-10-10,OKC,NZB
2024-10-11,WAS,TOR
2024-10-11,MIN,PHI
2024-10-11,GSW,SAC
2024-10-11,PHX,DET
2024-10-11,LAC,POR
2024-10-12,BOS,PHI
2024-10-12,CHI,MEM
2024-10-12,SAS,UTA
2024-10-13,MIA,NOP
2024-10-13,NYK,MIN
2024-10-13,SAC,POR
2024-10-13,BOS,TOR
2024-10-13,DEN,PHX
2024-10-13,GSW,DET
2024-10-14,IND,MEM
2024-10-14,ATL,PHI
2024-10-14,BKN,WAS
2024-10-14,MIL,CHI
2024-10-14,LAC,DAL
2024-10-15,TOR,BOS
2024-10-15,MIA,SAS
2024-10-15,NYK,CHA
2024-10-15,HOU,NOP
2024-10-15,DEN,OKC
2024-10-15,UTA,SAC
2024-10-15,LAL,GSW
2024-10-16,DET,CLE
2024-10-16,PHI,BKN
2024-10-16,MIA,ATL
2024-10-16,CHI,MIN
2024-10-16,POR,ULM
2024-10-17,IND,CHA
2024-10-17,DAL,MIL
2024-10-17,HOU,SAS
2024-10-17,OKC,ATL
2024-10-17,MIN,DEN
2024-10-17,PHX,LAL
2024-10-17,LAC,SAC
2024-10-18,ORL,PHI
2024-10-18,WAS,NYK
2024-10-18,BKN,TOR
2024-10-18,CHI,CLE
2024-10-18,MEM,MIA
2024-10-18,POR,UTA
2024-10-18,GSW,LAL
2024-10-22,BOS,NYK
2024-10-22,LAL,MIN
2024-10-23,DET,IND
2024-10-23,ATL,BKN
2024-10-23,MIA,ORL
2024-10-23,PHI,MIL
2024-10-23,TOR,CLE
2024-10-23,HOU,CHA
2024-10-23,NOP,CHI
2024-10-23,UTA,MEM
2024-10-23,LAC,PHX
2024-10-23,POR,GSW
2024-10-24,WAS,BOS
2024-10-24,DAL,SAS
2024-10-24,DEN,OKC
2024-10-24,SAC,MIN
2024-10-25,ORL,BKN
2024-10-25,TOR,PHI
2024-10-25,ATL,CHA
2024-10-25,CLE,DET
2024-10-25,NYK,IND
2024-10-25,HOU,MEM
2024-10-25,MIL,CHI
2024-10-25,UTA,GSW
2024-10-25,LAL,PHX
2024-10-25,POR,NOP
2024-10-26,DEN,LAC
2024-10-26,CHA,MIA
2024-10-26,DET,BOS
2024-10-26,WAS,CLE
2024-10-26,CHI,OKC
2024-10-26,MEM,ORL
2024-10-26,MIN,TOR
2024-10-26,SAS,HOU
2024-10-26,PHX,DAL
2024-10-26,LAL,SAC
2024-10-27,IND,PHI
2024-10-27,BKN,MIL
2024-10-27,POR,NOP
2024-10-27,OKC,ATL
2024-10-27,GSW,LAC
2024-10-28,ORL,IND
2024-10-28,ATL,WAS
2024-10-28,BOS,MIL
2024-10-28,MIA,DET
2024-10-28,NYK,CLE
2024-10-28,TOR,DEN
2024-10-28,MEM,CHI
2024-10-28,SAS,HOU
2024-10-28,DAL,UTA
2024-10-28,PHX,LAL
2024-10-28,SAC,POR
2024-10-29,BKN,DEN
2024-10-29,MIN,DAL
2024-10-29,UTA,SAC
2024-10-29,GSW,NOP
2024-10-30,CHA,TOR
2024-10-30,CLE,LAL
2024-10-30,IND,BOS
2024-10-30,PHI,DET
2024-10-30,WAS,ATL
2024-10-30,MIA,NYK
2024-10-30,CHI,ORL
2024-10-30,MEM,BKN
2024-10-30,OKC,SAS
2024-10-30,GSW,NOP
2024-10-30,LAC,POR
2024-10-31,MEM,MIL
2024-10-31,DAL,HOU
2024-10-31,UTA,SAS
2024-10-31,LAC,PHX
2024-11-01,CHA,BOS
2024-11-01,CLE,ORL
2024-11-01,DET,NYK
2024-11-01,ATL,SAC
2024-11-01,BKN,CHI
2024-11-01,TOR,LAL
2024-11-01,NOP,IND
2024-11-01,MIN,DEN
2024-11-01,POR,OKC
2024-11-02,CHA,BOS
2024-11-02,PHI,MEM
2024-11-02,TOR,SAC
2024-11-02,HOU,GSW
2024-11-02,MIL,CLE
2024-11-02,SAS,MIN
2024-11-02,WAS,MIA
2024-11-02,DEN,UTA
2024-11-02,PHX,POR
2024-11-02,LAC,OKC
2024-11-03,BKN,DET
2024-11-03,NOP,ATL
2024-11-03,DAL,ORL
2024-11-04,CLE,MIL
2024-11-04,WAS,GSW
2024-11-04,DET,LAL
2024-11-04,ATL,BOS
2024-11-04,BKN,MEM
2024-11-04,MIA,SAC
2024-11-04,CHI,UTA
2024-11-04,HOU,NYK
2024-11-04,MIN,CHA
2024-11-04,OKC,ORL
2024-11-04,NOP,POR
2024-11-04,DAL,IND
2024-11-04,DEN,TOR
2024-11-04,PHX,PHI
2024-11-04,LAC,SAS
2024-11-06,CHA,DET
2024-11-06,IND,ORL
2024-11-06,ATL,NYK
2024-11-06,BOS,GSW
2024-11-06,HOU,SAS
2024-11-06,MEM,LAL
2024-11-06,NOP,CLE
2024-11-06,DAL,CHI
2024-11-06,DEN,OKC
2024-11-06,PHX,MIA
2024-11-06,LAC,PHI
2024-11-06,SAC,TOR
2024-11-07,CHI,MIN
2024-11-07,MIL,UTA
2024-11-07,SAS,POR
2024-11-08,CHA,IND
2024-11-08,DET,ATL
2024-11-08,ORL,NOP
2024-11-08,BOS,BKN
2024-11-08,CLE,GSW
2024-11-08,NYK,MIL
2024-11-08,DAL,PHX
2024-11-08,MEM,WAS
2024-11-08,OKC,HOU
2024-11-08,MIN,POR
2024-11-08,DEN,MIA
2024-11-08,LAL,PHI
2024-11-08,SAC,LAC
2024-11-09,SAS,UTA
2024-11-09,ATL,CHI
2024-11-09,CLE,BKN
2024-11-09,LAC,TOR
2024-11-10,DET,HOU
2024-11-10,MIL,BOS
2024-11-10,IND,NYK
2024-11-10,ORL,WAS
2024-11-10,PHI,CHA
2024-11-10,MIN,MIA
2024-11-10,OKC,GSW
2024-11-10,DEN,DAL
2024-11-10,PHX,SAC
2024-11-10,POR,MEM
2024-11-10,LAL,TOR
2024-11-11,CHI,CLE
2024-11-11,HOU,WAS
2024-11-11,NOP,BKN
2024-11-11,OKC,LAC
2024-11-11,SAS,SAC
2024-11-12,BOS,ATL
2024-11-12,DET,MIA
2024-11-12,ORL,CHA
2024-11-12,PHI,NYK
2024-11-12,MIL,TOR
2024-11-12,UTA,PHX
2024-11-12,GSW,DAL
2024-11-12,POR,MIN
2024-11-13,ORL,IND
2024-11-13,BKN,BOS
2024-11-13,NYK,CHI
2024-11-13,PHI,CLE
2024-11-13,OKC,NOP
2024-11-13,HOU,LAC
2024-11-13,MIL,DET
2024-11-13,SAS,WAS
2024-11-13,LAL,MEM
2024-11-13,POR,MIN
2024-11-13,SAC,PHX
2024-11-14,UTA,DAL
2024-11-15,IND,MIA
2024-11-15,ORL,PHI
2024-11-15,TOR,DET
2024-11-15,ATL,WAS
2024-11-15,CLE,CHI
2024-11-15,NYK,BKN
2024-11-15,SAS,LAL
2024-11-15,HOU,LAC
2024-11-15,NOP,DEN
2024-11-15,OKC,PHX
2024-11-15,GSW,MEM
2024-11-15,SAC,MIN
2024-11-16,CHA,MIL
2024-11-16,BOS,TOR
2024-11-16,NOP,LAL
2024-11-16,DAL,SAS
2024-11-16,SAC,UTA
2024-11-17,MIN,PHX
2024-11-17,IND,MIA
2024-11-17,CLE,CHA
2024-11-17,WAS,DET
2024-11-17,MEM,DEN
2024-11-17,POR,ATL
2024-11-17,NYK,BKN
2024-11-17,CHI,HOU
2024-11-17,OKC,DAL
2024-11-17,LAC,UTA
2024-11-18,DET,CHI
2024-11-18,MIA,PHI
2024-11-18,NYK,WAS
2024-11-18,TOR,IND
2024-11-18,MIL,HOU
2024-11-18,PHX,ORL
2024-11-18,SAC,ATL
2024-11-18,LAC,GSW
2024-11-19,BOS,CLE
2024-11-19,BKN,CHA
2024-11-19,MEM,DEN
2024-11-19,DAL,NOP
2024-11-19,SAS,OKC
2024-11-19,LAL,UTA
2024-11-20,CLE,NOP
2024-11-20,MIL,CHI
2024-11-20,HOU,IND
2024-11-20,MEM,PHI
2024-11-20,OKC,POR
2024-11-20,PHX,NYK
2024-11-20,GSW,ATL
2024-11-20,LAC,ORL
2024-11-21,CHA,DET
2024-11-21,TOR,MIN
2024-11-21,SAS,UTA
2024-11-21,LAL,ORL
2024-11-22,PHI,BKN
2024-11-22,WAS,BOS
2024-11-22,NOP,GSW
2024-11-22,MIL,IND
2024-11-22,CHI,ATL
2024-11-22,HOU,POR
2024-11-22,DEN,DAL
2024-11-22,LAC,SAC
2024-11-23,UTA,NYK
2024-11-23,ORL,DET
2024-11-23,CHI,MEM
2024-11-23,HOU,POR
2024-11-23,MIL,CHA
2024-11-23,SAS,GSW
2024-11-23,LAL,DEN
2024-11-24,BOS,MIN
2024-11-24,IND,WAS
2024-11-24,MIA,DAL
2024-11-24,PHI,LAC
2024-11-24,CLE,TOR
2024-11-24,SAC,BKN
2024-11-25,CHA,ORL
2024-11-25,DET,TOR
2024-11-25,IND,NOP
2024-11-25,ATL,DAL
2024-11-25,BOS,LAC
2024-11-25,MEM,POR
2024-11-25,DEN,NYK
2024-11-25,GSW,BKN
2024-11-25,SAC,OKC
2024-11-26,WAS,CHI
2024-11-26,MIA,MIL
2024-11-26,MIN,HOU
2024-11-26,UTA,SAS
2024-11-26,PHX,LAL
2024-11-27,CHA,MIA
2024-11-27,CLE,ATL
2024-11-27,IND,POR
2024-11-27,ORL,CHI
2024-11-27,PHI,HOU
2024-11-27,WAS,LAC
2024-11-27,DAL,NYK
2024-11-27,MEM,DET
2024-11-27,MIN,SAC
2024-11-27,NOP,TOR
2024-11-27,SAS,LAL
2024-11-27,PHX,BKN
2024-11-27,UTA,DEN
2024-11-27,GSW,OKC
2024-11-29,CHA,NYK
2024-11-29,ATL,CLE
2024-11-29,MEM,NOP
2024-11-29,BKN,ORL
2024-11-29,MIN,LAC
2024-11-29,IND,DET
2024-11-29,MIA,TOR
2024-11-29,CHI,BOS
2024-11-29,LAL,OKC
2024-11-29,POR,SAC
2024-11-30,CHA,ATL
2024-11-30,DET,PHI
2024-11-30,MIL,WAS
2024-11-30,PHX,GSW
2024-11-30,UTA,DAL
2024-12-01,BKN,ORL
2024-12-01,MEM,IND
2024-12-01,CLE,BOS
2024-12-01,NYK,NOP
2024-12-01,TOR,MIA
2024-12-01,HOU,OKC
2024-12-01,UTA,LAL
2024-12-01,POR,DAL
2024-12-01,SAC,SAS
2024-12-01,LAC,DEN
2024-12-02,ATL,NOP
2024-12-02,BOS,MIA
2024-12-02,CHI,BKN
2024-12-02,MIN,LAL
2024-12-03,CHA,PHI
2024-12-03,CLE,WAS
2024-12-03,DET,MIL
2024-12-03,NYK,ORL
2024-12-03,TOR,IND
2024-12-03,OKC,UTA
2024-12-03,DAL,MEM
2024-12-03,PHX,SAS
2024-12-03,DEN,GSW
2024-12-03,SAC,HOU
2024-12-03,LAC,POR
2024-12-04,BOS,DET
2024-12-04,BKN,IND
2024-12-04,MIA,LAL
2024-12-04,PHI,ORL
2024-12-04,MIL,ATL
2024-12-04,LAC,MIN
2024-12-05,CLE,DEN
2024-12-05,WAS,DAL
2024-12-05,NYK,CHA
2024-12-05,TOR,OKC
2024-12-05,MEM,SAC
2024-12-05,NOP,PHX
2024-12-05,SAS,CHI
2024-12-05,GSW,HOU
2024-12-06,PHI,ORL
2024-12-06,ATL,LAL
2024-12-06,BOS,MIL
2024-12-06,CHI,IND
2024-12-06,SAS,SAC
2024-12-06,GSW,MIN
2024-12-06,POR,UTA
2024-12-07,CHA,CLE
2024-12-07,WAS,DEN
2024-12-07,NOP,OKC
2024-12-07,NYK,DET
2024-12-07,TOR,DAL
2024-12-07,BOS,MEM
2024-12-07,MIA,PHX
2024-12-08,CHI,PHI
2024-12-08,BKN,MIL
2024-12-08,IND,CHA
2024-12-08,ATL,DEN
2024-12-08,MIA,CLE
2024-12-08,ORL,PHX
2024-12-08,WAS,MEM
2024-12-08,SAS,NOP
2024-12-08,GSW,MIN
2024-12-08,LAC,HOU
2024-12-08,SAC,UTA
2024-12-08,LAL,POR
2024-12-09,TOR,NYK
2024-12-10,MIL,ORL
2024-12-10,OKC,DAL
2024-12-11,NYK,ATL
2024-12-11,HOU,GSW
2024-12-12,BOS,DET
2024-12-12,MIA,TOR
2024-12-12,NOP,SAC
2024-12-13,CLE,WAS
2024-12-13,PHI,IND
2024-12-13,MIN,LAL
2024-12-13,MEM,BKN
2024-12-13,CHI,CHA
2024-12-13,DEN,LAC
2024-12-13,UTA,PHX
2024-12-13,POR,SAS
2024-12-14,MIL,ATL
2024-12-14,OKC,HOU
2024-12-15,IND,NOP
2024-12-15,WAS,BOS
2024-12-15,ORL,NYK
2024-12-15,SAS,MIN
2024-12-15,PHX,POR
2024-12-15,GSW,DAL
2024-12-15,LAL,MEM
2024-12-16,DET,MIA
2024-12-16,CHA,PHI
2024-12-16,TOR,CHI
2024-12-16,BKN,CLE
2024-12-16,SAC,DEN
2024-12-16,LAC,UTA
2024-12-17,OKC,MIL
2024-12-19,DET,UTA
2024-12-19,ORL,OKC
2024-12-19,WAS,CHA
2024-12-19,BOS,CHI
2024-12-19,TOR,BKN
2024-12-19,HOU,NOP
2024-12-19,MEM,GSW
2024-12-19,SAS,ATL
2024-12-19,DAL,LAC
2024-12-19,PHX,IND
2024-12-19,MIN,NYK
2024-12-19,POR,DEN
2024-12-19,SAC,LAL
2024-12-20,PHI,CHA
2024-12-20,CLE,MIL
2024-12-20,MIA,OKC
2024-12-21,SAC,LAL
2024-12-21,ORL,MIA
2024-12-21,ATL,MEM
2024-12-21,BKN,UTA
2024-12-21,CLE,PHI
2024-12-21,CHI,BOS
2024-12-21,MIL,WAS
2024-12-21,MIN,GSW
2024-12-21,NOP,NYK
2024-12-21,DAL,LAC
2024-12-21,SAS,POR
2024-12-21,PHX,DET
2024-12-22,TOR,HOU
2024-12-22,SAC,IND
2024-12-22,NOP,DEN
2024-12-23,CHA,HOU
2024-12-23,CLE,UTA
2024-12-23,ORL,BOS
2024-12-23,PHI,SAS
2024-12-23,ATL,MIN
2024-12-23,MIA,BKN
2024-12-23,NYK,TOR
2024-12-23,CHI,MIL
2024-12-23,MEM,LAC
2024-12-23,OKC,WAS
2024-12-23,DAL,POR
2024-12-23,DEN,PHX
2024-12-23,GSW,IND
2024-12-23,LAL,DET
2024-12-25,NYK,SAS
2024-12-25,DAL,MIN
2024-12-25,BOS,PHI
2024-12-25,GSW,LAL
2024-12-25,PHX,DEN
2024-12-26,IND,OKC
2024-12-26,ORL,MIA
2024-12-26,WAS,CHA
2024-12-26,ATL,CHI
2024-12-26,MEM,TOR
2024-12-26,MIL,BKN
2024-12-26,NOP,HOU
2024-12-26,POR,UTA
2024-12-26,SAC,DET
2024-12-27,ORL,NYK
2024-12-27,BOS,IND
2024-12-27,BKN,SAS
2024-12-27,HOU,MIN
2024-12-27,NOP,MEM
2024-12-27,DEN,CLE
2024-12-27,PHX,DAL
2024-12-27,LAC,GSW
2024-12-28,ATL,MIA
2024-12-28,CHA,OKC
2024-12-28,WAS,NYK
2024-12-28,CHI,MIL
2024-12-28,GSW,PHX
2024-12-28,DEN,DET
2024-12-28,UTA,PHI
2024-12-28,POR,DAL
2024-12-28,LAL,SAC
2024-12-29,ORL,BKN
2024-12-29,BOS,IND
2024-12-29,TOR,ATL
2024-12-29,HOU,MIA
2024-12-29,OKC,MEM
2024-12-29,MIN,SAS
2024-12-30,CHA,CHI
2024-12-30,WAS,NYK
2024-12-30,NOP,LAC
2024-12-30,UTA,DEN
2024-12-30,GSW,CLE
2024-12-30,POR,PHI
2024-12-30,SAC,DAL
2024-12-31,BOS,TOR
2024-12-31,IND,MIL
2024-12-31,SAS,LAC
2024-12-31,OKC,MIN
2024-12-31,PHX,MEM
2024-12-31,LAL,CLE
