game_date,player_name,player_id,rolling_mins,min,pos,pts,ast,reb,fg3m,ftr,reb_rate,ast_rate,fg3_rate,usage_percentage,rolling_pts,rolling_usg,rolling_ast,rolling_reb,rolling_fg3m,rolling_dfs,fan_pts,rolling_max_pts,rolling_min_pts,rolling_max_ast,rolling_min_ast,rolling_max_dfs,rolling_min_dfs,rolling_max_reb,rolling_min_reb,rolling_max_fg3m,rolling_min_fg3m,rolling_sd_dfs,rolling_sd_pts,rolling_sd_ast,rolling_sd_reb,rolling_sd_fg3m,rolling_fg3_rate,rolling_max_fg3_rate,rolling_min_fg3_rate,current_pts,current_usg,current_ast,current_reb,current_3s,current_dfs,current_mins,current_fg3_rate,prev_game_date,ppm,days_rest
2024-10-15,Walker Kessler,1631117,23.5,27,Center,10,1,9,0,0.5,18.8235294117647,0.972053462940462,0,0.113041692339289,8,0.10994088249389,1.25,9.75,0,38,42,10,6,2,1,53,19,15,6,0,0,12.9112354172635,1.58113883008419,0.547722557505166,3.286335345031,0,0,right,0,7.5,0.120767073582296,1.5,9.75,0,34.75,23,0,2024-10-12,0.326086956521739,2
2024-10-15,Xavier Tillman,1630214,16.75,23,Forward,0,2,8,0,0,17.877512856475,2.18764302059497,1,0.0565154333638112,6.75,0.146302118027138,1.25,5.25,1.5,25.5,23,,,,,,,,,,,,,,,,0.6875,right,0.4,,,,,,,,0.6,2024-10-12,,2
2024-10-15,Zach Collins,1628380,,20,Forward-Center,9,3,3,0,0.428571428571429,8.37209302325582,3.42205323193916,0,0.177084072366087,,,,,,,23,,,,,,,,,,,,,,,,0.261217948717949,,,,,,,,,,,2024-10-12,,2
2024-10-15,Zeke Nnaji,1630192,17.25,25,Forward-Center,11,1,3,3,0,6.38241758241758,1.15750705505333,0.666666666666667,0.0992820512820513,8.5,0.184971051653293,0.25,3.25,1.5,21.5,39,,,,,,,,,,,,,,,,,right,NaN,,,,,,,,,2024-10-13,,1
2024-10-14,AJ Green,1631260,,10,Guard,6,1,2,1,3,9.26923076923077,2.67510267510268,1,0.0972720946416145,,,,,,,14,,,,,,,,,,,,,,,,,right,NaN,,,,,,,,1,2024-10-10,,3
2024-10-14,Adama Sanogo,1641766,,32,Forward,16,3,15,1,0.4,21.7247596153846,2.64312349199386,0.2,0.174814439946019,,,,,,,59,,,,,,,,,,,,,,,,,right,NaN,,,,,,,,,2024-10-12,,1
2024-10-14,Amari Bailey,1641735,,4,Guard,0,2,0,0,,0,9.79591836734694,,0,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-08,,5
2024-10-14,Amir Coffey,1629599,15.25,17,Guard-Forward,9,1,2,1,0.25,7.02941176470588,1.36120287048639,0.25,0.243430032370467,6.75,0.221052867006355,0.25,1.75,0.5,11,15,,,,,,,,,,,,,,,,0.420833333333333,right,0.2,,,,,,,,0.345833333333333,2024-10-11,,2
2024-10-14,Andre Drummond,203083,,23,Center,5,1,11,0,0.4,21.6811594202899,1.08433186022142,0.4,0.140539244338534,,,,,,,38,,,,,,,,,,,,,,,,0.1,right,0,,,,,,,,0.171428571428571,2024-10-11,,2
2024-10-14,Andre Jackson Jr.,1641748,,6,Guard,3,0,3,1,0,23.1730769230769,0,0.5,0.349396891672466,,,,,,,4,,,,,,,,,,,,,,,,,right,NaN,,,,,,,,0.208333333333333,2024-10-10,,3
2024-10-14,Andrew Nembhard,1629614,,20,Guard-Forward,10,4,1,2,0,2.74712643678161,4.65342679127726,0.375,0.195973032069971,,,,,,,23,,,,,,,,,,,,,,,,0.385416666666667,right,0.1666667,,,,,,,,0.394345238095238,2024-10-10,,3
2024-10-14,Anthony Gill,1630264,,0,Forward,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,right,NaN,,,,,,,,,2024-10-11,,2
2024-10-14,Ben Sheppard,1641767,,25,Guard,12,5,2,2,0.25,4.39540229885057,4.6105173810718,0.625,0.15468804664723,,,,,,,28,,,,,,,,,,,,,,,,,right,NaN,,,,,,,,0.584821428571429,2024-10-10,,3
2024-10-14,Ben Simmons,1627732,,13,Guard-Forward,11,2,5,0,0.285714285714286,22.5140712945591,3.2597623089983,0,0.264023453860114,,,,,,,27,,,,,,,,,,,,,,,,0,,,,,,,,,,,2024-10-08,,5
2024-10-14,Bennedict Mathurin,1631097,,29,Guard-Forward,12,2,1,2,0.25,1.89456995640111,1.58178629339157,0.5,0.245078918266814,,,,,,,9,,,,,,,,,,,,,,,,0.485416666666667,right,0.375,,,,,,,,0.498809523809524,2024-10-10,,3
2024-10-14,Bobby Portis,1626171,,20,Forward,10,2,8,0,0.25,18.5384615384615,2.78693263949118,0.125,0.18615866388309,,,,,,,36,,,,,,,,,,,,,,,,0.278472222222222,right,0.1,,,,,,,,0.373710317460318,2024-10-10,,3
2024-10-14,Brandon Clarke,1629634,,14,Forward,2,1,2,0,0,7.84893267651888,1.61366551887111,0.166666666666667,0.170260258358663,,,,,,,13,,,,,,,,,,,,,,,,0.454166666666667,right,0.1666667,,,,,,,,0.450320512820513,2024-10-12,,1
2024-10-14,Brook Lopez,201572,,25,Center,11,1,4,2,0.2,7.41538461538462,1.08749605162222,0.6,0.0912345163535143,,,,,,,38,,,,,,,,,,,,,,,,0.686363636363636,right,0.5454545,,,,,,,,0.74469696969697,2024-10-10,,3
2024-10-14,Caleb Martin,1628997,,20,Forward,7,2,4,1,0,9.06666666666667,2.5338017672735,0.285714285714286,0.18459152016546,,,,,,,18,,,,,,,,,,,,,,,,0.383928571428571,right,0,,,,,,,,0.283928571428571,2024-10-11,,2
2024-10-14,Cam Thomas,1630560,,23,Guard,17,1,5,2,0.153846153846154,12.7253446447508,0.905831288922438,0.307692307692308,0.26285804466188,,,,,,,34,,,,,,,,,,,,,,,,0.530769230769231,,,,,,,,,,,2024-10-08,,5
2024-10-14,Cameron Johnson,1629661,,25,Forward,11,0,3,2,0.444444444444444,7.02439024390244,0,0.777777777777778,0.187470054446461,,,,,,,21,,,,,,,,,,,,,,,,0.672799422799423,,,,,,,,,,,2024-10-08,,5
2024-10-14,Chris Duarte,1630537,,19,Guard,10,1,0,2,0,0,1.49355478433317,0.75,0.1711769301797,,,,,,,17,,,,,,,,,,,,,,,,0.645833333333333,right,0.5,,,,,,,,0.604166666666667,2024-10-12,,1
2024-10-14,Clint Capela,203991,,21,Center,10,3,9,0,0,19.4285714285714,4.15478615071283,0,0.152586110176147,,,,,,,39,,,,,,,,,,,,,,,,0,,,,,,,,,,,2024-10-08,,5
2024-10-14,Cole Swider,1631306,,22,Forward,10,3,5,2,0.4,12.4869383490073,3.12649893167052,0.8,0.116396103896104,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,0.777083333333333,2024-10-10,,3
2024-10-14,Corey Kispert,1630557,22.25,25,Forward,9,0,0,2,0.2,0,0,0.8,0.214220374220374,12,0.204635199227761,1,1.75,2.25,18,5,,,,,,,,,,,,,,,,0.650757575757576,right,0.5,,,,,,,,0.622979797979798,2024-10-11,,2
2024-10-14,Dalen Terry,1631207,,19,Forward,2,5,2,0,0,4.87854251012146,7.147517646361,0.5,0.149779813907238,,,,,,,13,,,,,,,,,,,,,,,,,right,NaN,,,,,,,,,2024-10-12,,1
2024-10-14,Damian Lillard,203081,,27,Guard,20,9,5,2,0.7,8.58262108262108,9.21841132219814,0.6,0.234173561174257,,,,,,,56,,,,,,,,,,,,,,,,0.557894736842105,right,0.4285714,,,,,,,,0.565037593984962,2024-10-10,,3
2024-10-14,Daniel Gafford,1629655,,17,Forward-Center,4,1,7,0,0,24.7058823529412,1.66724557137895,0,0.0940862849638356,,,,,,,28,,,,,,,,,,,,,,,,0,right,0,,,,,,,,0,2024-10-10,,3
2024-10-14,Dariq Whitehead,1641727,,4,Guard-Forward,3,0,1,1,0,14.6341463414634,0,0.5,0.217785843920145,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-08,,5
2024-10-14,David Roddy,1631223,,7,Forward,5,0,3,1,0,19.4285714285714,0,0.333333333333333,0.171659373948166,,,,,,,16,,,,,,,,,,,,,,,,0.333333333333333,,,,,,,,,,,2024-10-08,,5
2024-10-14,De'Andre Hunter,1629631,,15,Forward-Guard,2,0,1,0,0,3.02222222222222,0,0.333333333333333,0.106810277123303,,,,,,,4,,,,,,,,,,,,,,,,0.440476190476191,,,,,,,,,,,2024-10-08,,5
2024-10-14,Delon Wright,1626153,,11,Guard,0,0,0,0,,0,0,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-06,,7
2024-10-14,Dereck Lively II,1641726,,24,Center,8,5,7,0,1.5,17.5,5.84795321637427,0.25,0.160613128957014,,,,,,,33,,,,,,,,,,,,,,,,0.0625,right,0,,,,,,,,0.0625,2024-10-10,,3
2024-10-14,Derrick Jones Jr.,1627884,16.5,22,Forward,12,0,4,0,0,10.8636363636364,0,0.272727272727273,0.209428671573782,7.75,0.193849781920251,0.25,1.25,0.25,12.75,24,,,,,,,,,,,,,,,,0.307765151515151,right,0.125,,,,,,,,0.432765151515151,2024-10-11,,2
2024-10-14,Desmond Bane,1630217,,22,Guard,23,2,2,3,0.25,4.99477533960293,2.22335922601051,0.3125,0.320708413926499,,,,,,,34,,,,,,,,,,,,,,,,0.406421703296703,right,0.3125,,,,,,,,0.435267857142857,2024-10-10,,3
2024-10-14,Dorian Finney-Smith,1627827,,23,Forward,5,1,5,1,0,12.7253446447508,0.866582415598483,0.8,0.113627396827902,,,,,,,21,,,,,,,,,,,,,,,,0.717857142857143,,,,,,,,,,,2024-10-08,,5
2024-10-14,Dwight Powell,203939,,6,Forward-Center,0,1,1,0,,10,4.57142857142857,,0,,,,,,,4,,,,,,,,,,,,,,,,,right,NaN,,,,,,,,,2024-10-10,,3
2024-10-14,Dyson Daniels,1630700,,21,Guard,7,3,3,1,0,6.47619047619048,4.04280618311534,0.555555555555556,0.171659373948166,,,,,,,23,,,,,,,,,,,,,,,,0.571924603174603,,,,,,,,,,,2024-10-08,,5
2024-10-14,E.J. Liddell,1630604,,21,Forward,6,1,6,1,1,13.2417582417582,1.29160190792647,1,0.130868838763576,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-14,Eric Gordon,201569,,22,Guard,8,0,2,2,0,4.12121212121212,0,0.666666666666667,0.130519256682649,,,,,,,12,,,,,,,,,,,,,,,,0.566666666666667,right,0.4,,,,,,,,0.541666666666667,2024-10-11,,2
2024-10-14,Garrison Mathews,1629726,,12,Guard,5,0,1,1,0,3.77777777777778,0,0.857142857142857,0.233647481207225,,,,,,,8,,,,,,,,,,,,,,,,0.860119047619048,,,,,,,,,,,2024-10-08,,5
2024-10-14,Gary Trent Jr.,1629018,,25,Guard,10,0,2,2,0,3.70769230769231,0,0.545454545454545,0.218023660403619,,,,,,,15,,,,,,,,,,,,,,,,0.529220779220779,right,0.07142857,,,,,,,,0.404220779220779,2024-10-10,,3
2024-10-14,Giannis Antetokounmpo,203507,,23,Forward,24,4,10,0,1.23076923076923,20.1505016722408,4.86156639265722,0,0.383546640041148,,,,,,,45,,,,,,,,,,,,,,,,0.0108695652173913,,,,,,,,,,,2024-10-10,,3
2024-10-14,Isaiah Jackson,1630543,,7,Forward,4,0,2,0,0,15.6978653530378,0,0,0.248854643898376,,,,,,,14,,,,,,,,,,,,,,,,0,,,,,,,,,,,2024-10-10,,3
2024-10-14,Ivica Zubac,1627826,18.5,23,Center,11,1,12,0,0.2,31.1739130434783,1.01572460688483,0,0.19813773449763,8.25,0.168484249099379,1.25,6.5,0,28.75,48,,,,,,,,,,,,,,,,0,right,0,,,,,,,,0,2024-10-11,,2
2024-10-14,Jaden Hardy,1630702,,25,Guard,16,4,3,2,0.4,7.2,4.69782236359188,0.6,0.26807064311896,,,,,,,22,,,,,,,,,,,,,,,,0.598863636363636,right,0.4166667,,,,,,,,0.546780303030303,2024-10-10,,3
2024-10-14,Jake LaRavia,1631222,22,25,Forward,7,6,8,0,0.5,17.5816091954023,5.43243550403455,0.5,0.163994680851064,11,0.223815913560499,2.75,6.5,1,27.5,30,,,,,,,,,,,,,,,,0.459375,right,0.3333333,,,,,,,,0.417708333333333,2024-10-12,,1
2024-10-14,Jalen Johnson,1630552,,29,Forward,10,1,7,2,0,10.9425287356322,0.974491258240183,0.375,0.165740085191332,,,,,,,26,,,,,,,,,,,,,,,,0.309027777777778,,,,,,,,,,,2024-10-08,,5
2024-10-14,Jalen Wilson,1630592,,22,Forward,14,2,3,2,0.777777777777778,7.98226164079823,1.8468641785302,0.444444444444444,0.278765880217786,,,,,,,24,,,,,,,,,,,,,,,,0.543345543345543,,,,,,,,,,,2024-10-08,,5
2024-10-14,James Harden,201935,18.25,22,Guard,10,12,2,2,0.166666666666667,5.43181818181818,12.5059957266821,0.5,0.359455756301182,12.75,0.357770942411912,6.75,2.75,2,27.5,31,,,,,,,,,,,,,,,,0.468993506493507,right,0.3214286,,,,,,,,0.466468253968254,2024-10-11,,2
2024-10-14,James Wiseman,1630164,,10,Center,10,2,3,0,0.8,16.4827586206897,5.00261643118786,0,0.337944606413994,,,,,,,19,,,,,,,,,,,,,,,,0.0902777777777778,right,0,,,,,,,,0.0277777777777778,2024-10-10,,3
2024-10-14,Jarace Walker,1641716,,37,Forward,15,4,6,2,0.272727272727273,8.90959925442684,2.49341436060614,0.363636363636364,0.180318729808526,,,,,,,33,,,,,,,,,,,,,,,,0.657575757575758,right,0.3636364,,,,,,,,0.615909090909091,2024-10-10,,3
2024-10-14,Jared Butler,1630215,11.75,21,Guard,10,8,2,0,0,5.57491289198606,11.5315315315315,0.125,0.217800217800218,5,0.214327502265579,4,0.75,0.25,13.5,26,,,,,,,,,,,,,,,,0.243371212121212,right,0,,,,,,,,0.201704545454545,2024-10-11,,2
2024-10-14,Jay Huff,1630643,15.5,10,Center,8,2,1,1,0.142857142857143,5.49425287356322,4.76427788298615,0.428571428571429,0.33529920212766,10.75,0.275939183528553,1.25,4.5,2.25,24,12,,,,,,,,,,,,,,,,0.608333333333333,right,0.4285714,,,,,,,,0.615476190476191,2024-10-12,,1
2024-10-14,Jevon Carter,1628975,,8,Guard,2,0,0,0,0,0,0,0.5,0.35572705802969,,,,,,,5,,,,,,,,,,,,,,,,0.5375,,,,,,,,,,,2024-10-12,,1
2024-10-14,John Konchar,1629723,23.5,21,Guard,6,0,8,0,0.5,20.9304871373837,0,0.5,0.11123670212766,6.75,0.101801632862322,2,6.25,0.75,28.75,26,,,,,,,,,,,,,,,,0.696428571428571,right,0.2857143,,,,,,,,0.654761904761905,2024-10-12,,1
2024-10-14,Johnny Davis,1631098,10.75,15,Guard,2,1,2,0,1,7.80487804878049,1.88235294117647,0.75,0.15966735966736,3,0.149760382146645,0.75,1.5,0.25,5,2,,,,,,,,,,,,,,,,0.46875,right,0,,,,,,,,0.21875,2024-10-11,,2
2024-10-14,Jordan Miller,1641757,17.25,7,Guard,2,0,1,0,1,8.53571428571429,0,0,0.232166641630364,9,0.208825722228196,1.75,2.75,0.5,20.25,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.170454545454545,2024-10-11,,2
2024-10-14,Jordan Poole,1629673,22.25,23,Guard,13,1,3,1,0.181818181818182,7.63520678685048,1.30790190735695,0.363636363636364,0.232848232848233,10.5,0.240561366856386,3.25,2,1,18.25,22,,,,,,,,,,,,,,,,0.591959511077158,right,0.3636364,,,,,,,,0.56481018981019,2024-10-11,,2
2024-10-14,Josh Giddey,1630581,,22,Guard,12,5,3,3,0.111111111111111,6.31993006993007,6.39732427266936,0.444444444444444,0.21140350877193,,,,,,,29,,,,,,,,,,,,,,,,0.347474747474748,right,0.09090909,,,,,,,,0.392929292929293,2024-10-12,,1
2024-10-14,Julian Phillips,1641763,,11,Forward,10,0,2,2,0,8.42657342657343,0,0.666666666666667,0.332627898417372,,,,,,,15,,,,,,,,,,,,,,,,0.625,right,0.4285714,,,,,,,,0.565476190476191,2024-10-12,,1
2024-10-14,KJ Martin,1630231,19.5,22,Forward,11,2,3,0,0.166666666666667,6.18181818181818,2.34945705824284,0,0.138723324245558,7.5,0.131366673644413,1.5,2.75,0,19.25,26,,,,,,,,,,,,,,,,0.0714285714285714,right,0,,,,,,,,0.0357142857142857,2024-10-12,,1
2024-10-14,Kelly Oubre Jr.,1626162,,27,Forward-Guard,14,1,3,1,0.5,5.03703703703704,0.938004965908643,0.666666666666667,0.237614104970189,,,,,,,19,,,,,,,,,,,,,,,,0.474305555555556,right,0.25,,,,,,,,0.461805555555556,2024-10-11,,2
2024-10-14,Kendall Brown,1631112,,3,Guard,2,0,1,0,0,18.3141762452107,0,0,0.290330417881438,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-10,,3
2024-10-14,Kenneth Lofton Jr.,1631254,,15,Forward,7,2,8,1,1.33333333333333,24.7179487179487,3.63526661135832,1,0.183216374269006,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-14,Klay Thompson,202691,,21,Guard,0,1,3,0,0,8.57142857142857,1.30612244897959,0.666666666666667,0.247536535440567,,,,,,,-6,,,,,,,,,,,,,,,,0.656954156954157,,,,,,,,,,,2024-10-10,,3
2024-10-14,Kobe Brown,1641738,18,7,Forward,2,0,2,0,Inf,17.0714285714286,0,,0.0526563517099795,5.5,0.122835453010779,1.25,5.5,0.25,22.5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-11,,2
2024-10-14,Kobe Bufkin,1641723,,21,Guard,5,5,2,0,0.0769230769230769,4.31746031746032,6.64841611263199,0.384615384615385,0.294491192639964,,,,,,,9,,,,,,,,,,,,,,,,0.439102564102564,,,,,,,,,,,2024-10-08,,5
2024-10-14,Kris Dunn,1627739,,20,Guard,9,0,2,1,0.5,5.975,0,0.5,0.102201191728006,,,,,,,25,,,,,,,,,,,,,,,,0.6,right,0.4,,,,,,,,0.725,2024-10-08,,5
2024-10-14,Kyle Kuzma,1628398,24,24,Forward,7,4,6,0,0.166666666666667,14.6341463414634,4.87804878048781,0.5,0.275121275121275,8.5,0.254870659351666,2.5,5,1,14,17,,,,,,,,,,,,,,,,0.455798796791444,right,0.3125,,,,,,,,0.502673796791444,2024-10-11,,2
2024-10-14,Kyle Lowry,200768,,15,Guard,5,5,2,1,0,6.04444444444444,8.41048837373666,0.666666666666667,0.218775135010916,,,,,,,23,,,,,,,,,,,,,,,,0.595238095238095,right,0,,,,,,,,0.416666666666667,2024-10-11,,2
2024-10-14,Larry Nance Jr.,1626204,,20,Forward-Center,6,1,10,1,1.33333333333333,22.6666666666667,1.39802631578947,0.333333333333333,0.135382026253787,,,,,,,23,,,,,,,,,,,,,,,,0.429365079365079,,,,,,,,,,,2024-10-08,,5
2024-10-14,Luke Kennard,1628379,,6,Guard,3,1,1,1,0,9.15708812260536,3.84801159233618,1,0.198636968085106,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-10,,3
2024-10-14,MarJon Beauchamp,1630699,,10,Forward,4,0,0,0,0,0,0,0.25,0.209638135003479,,,,,,,8,,,,,,,,,,,,,,,,,right,NaN,,,,,,,,0.196428571428571,2024-10-10,,3
2024-10-14,Marvin Bagley III,1628963,,23,Forward,10,1,8,1,0.8,20.3605514316013,1.27456186935741,0.2,0.140287444635271,,,,,,,27,,,,,,,,,,,,,,,,0.127380952380952,right,0,,,,,,,,0.0916666666666667,2024-10-09,,4
2024-10-14,Mouhamed Gueye,1631243,,6,Forward,1,1,2,0,0.666666666666667,15.1111111111111,4.53333333333333,0.333333333333333,0.25901492202401,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-08,,5
2024-10-14,Myles Turner,1626167,,16,Center-Forward,12,2,7,2,0,24.0373563218391,2.9865666979069,0.5,0.299403243440233,,,,,,,33,,,,,,,,,,,,,,,,0.442857142857143,,,,,,,,,,,2024-10-10,,3
2024-10-14,Naji Marshall,1630230,,26,Forward,6,3,4,1,0.111111111111111,9.23076923076923,3.23304894476875,0.333333333333333,0.175941352882373,,,,,,,15,,,,,,,,,,,,,,,,0.258333333333333,right,0.1666667,,,,,,,,0.220454545454545,2024-10-10,,3
2024-10-14,Nicolas Batum,201587,,17,Guard-Forward,0,3,3,0,0,10.5441176470588,3.9233926128591,0,0.073916001731923,,,,,,,19,,,,,,,,,,,,,,,,0.5,right,0,,,,,,,,0.4375,2024-10-11,,2
2024-10-14,Noah Clowney,1641730,,22,Forward-Center,11,3,2,0,0.285714285714286,5.32150776053215,2.79611650485437,0.285714285714286,0.175812572182808,,,,,,,27,,,,,,,,,,,,,,,,0.474837662337662,,,,,,,,,,,2024-10-08,,5
2024-10-14,Norman Powell,1626181,,21,Guard,13,3,1,1,0.5,2.8452380952381,3.31652712891438,0.375,0.234560112162636,,,,,,,21,,,,,,,,,,,,,,,,0.478125,right,0.2857143,,,,,,,,0.440178571428571,2024-10-08,,5
2024-10-14,Obi Toppin,1630167,,17,Forward,8,1,1,0,0.8,3.23191345503719,1.36120287048639,0.4,0.17317355513634,,,,,,,17,,,,,,,,,,,,,,,,0.366666666666667,right,0.1666667,,,,,,,,0.396428571428571,2024-10-10,,3
2024-10-14,Olivier-Maxence Prosper,1641765,,9,Forward,7,1,1,1,0,6.66666666666667,3.35429769392034,0.4,0.222148172831278,,,,,,,13,,,,,,,,,,,,,,,,,right,NaN,,,,,,,,0.30625,2024-10-10,,3
2024-10-14,Onuralp Bitim,1641931,,29,Forward,5,1,5,1,0.111111111111111,7.99071618037135,0.940744788820361,0.666666666666667,0.160375075620085,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-08,,5
2024-10-14,P.J. Washington,1629023,,19,Forward,10,0,3,1,0.285714285714286,9.47368421052632,0,0.285714285714286,0.228976306143566,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-14,Pat Connaughton,1626192,,15,Guard,6,2,3,2,0,9.26923076923077,3.59889494512059,0.833333333333333,0.167710508002784,,,,,,,16,,,,,,,,,,,,,,,,0.597222222222222,right,0.3333333,,,,,,,,0.583333333333333,2024-10-10,,3
2024-10-14,Patrick Baldwin Jr.,1631116,12.5,19,Forward,7,0,3,1,0,9.24261874197689,0,0.6,0.175073859284386,5.75,0.193011138836393,0.75,2,0.75,15.25,15,,,,,,,,,,,,,,,,0.572619047619048,right,0.3333333,,,,,,,,0.572619047619048,2024-10-11,,2
2024-10-14,Paul George,202331,,12,Forward,8,1,2,1,0.6,7.55555555555556,2.16639359184417,0.2,0.284407675514191,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-11,,2
2024-10-14,Quentin Grimes,1629656,,22,Guard,20,2,4,3,0.272727272727273,10.9090909090909,2.73192942515652,0.636363636363636,0.296628396595074,,,,,,,33,,,,,,,,,,,,,,,,0.457900432900433,right,0.1666667,,,,,,,,0.509983766233766,2024-10-10,,3
2024-10-14,Reggie Jackson,202704,,7,Guard,0,2,2,0,0,12.952380952381,6.97435897435897,1,0.234401930368838,,,,,,,2,,,,,,,,,,,,,,,,0.65,right,0.2,,,,,,,,0.728571428571429,2024-10-11,,2
2024-10-14,Richaun Holmes,1626158,,15,Forward,10,0,5,0,0.8,19.5121951219512,0,0,0.187387387387387,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-09,,4
2024-10-14,Ricky Council IV,1641741,17.5,12,Guard,6,1,3,2,0,11.3333333333333,2.12045616535994,0.75,0.170918074227278,8,0.206552001650066,1.75,4.25,1.5,20,14,,,,,,,,,,,,,,,,0.617559523809524,right,0.4285714,,,,,,,,0.635416666666667,2024-10-12,,1
2024-10-14,Santi Aldama,1630583,,18,Forward-Center,6,1,3,2,0.5,9.15708812260536,1.26642645188639,0.75,0.12977615248227,,,,,,,15,,,,,,,,,,,,,,,,0.752840909090909,right,0.5,,,,,,,,0.721590909090909,2024-10-10,,3
2024-10-14,Shake Milton,1629003,,17,Guard,16,3,1,2,0.285714285714286,3.44332855093257,3.71421201960279,0.285714285714286,0.20190028824597,,,,,,,31,,,,,,,,,,,,,,,,0.349206349206349,,,,,,,,,,,2024-10-08,,5
2024-10-14,Spencer Dinwiddie,203915,,15,Guard,3,1,1,1,0,4,1.86263096623981,0.6,0.186604465178274,,,,,,,4,,,,,,,,,,,,,,,,,right,NaN,,,,,,,,0.43125,2024-10-10,,3
2024-10-14,Talen Horton-Tucker,1629659,,17,Guard,15,1,6,2,0.7,16.3574660633484,1.68108258928571,0.5,0.36062951496388,,,,,,,23,,,,,,,,,,,,,,,,0.415719696969697,right,0.2727273,,,,,,,,0.390151515151515,2024-10-12,,1
2024-10-14,Taurean Prince,1627752,,21,Forward,3,0,4,1,0,8.82783882783883,0,1,0.0399310733339961,,,,,,,18,,,,,,,,,,,,,,,,0.761904761904762,right,0.6,,,,,,,,0.733333333333333,2024-10-10,,3
2024-10-14,Terance Mann,1629611,16,20,Guard-Forward,6,1,2,0,0,5.975,1.14997834768801,0,0.0837714686295128,5.5,0.15060226523169,0.5,3.25,0.5,14.5,16,,,,,,,,,,,,,,,,0.375,right,0,,,,,,,,0.395833333333333,2024-10-11,,2
2024-10-14,Trae Young,1629027,,26,Guard,10,9,3,2,0,5.23076923076923,9.82658959537572,0.5,0.323511897056158,,,,,,,20,,,,,,,,,,,,,,,,0.44375,,,,,,,,,,,2024-10-08,,5
2024-10-14,Tyrese Maxey,1630178,,26,Guard,14,7,2,2,0.111111111111111,3.48717948717949,6.89569536423841,0.5,0.345201919762416,,,,,,,26,,,,,,,,,,,,,,,,0.428571428571429,right,0,,,,,,,,0.607142857142857,2024-10-11,,2
2024-10-14,Ziaire Williams,1630533,,23,Forward,7,1,7,0,0.666666666666667,17.8154825026511,0.866582415598483,0.666666666666667,0.184833898840054,,,,,,,25,,,,,,,,,,,,,,,,0.361111111111111,,,,,,,,,,,2024-10-08,,5
2024-10-13,Aaron Gordon,203932,,27,Forward,12,3,5,2,0,9.4956658786446,2.53728724337603,0.375,0.122862022380261,,,,,,,32,,,,,,,,,,,,,,,,0.352083333333333,,,,,,,,,,,2024-10-04,,8
2024-10-13,Alex Len,203458,,20,Center,13,0,5,0,0.444444444444444,12.9569892473118,0,0,0.285482093663912,,,,,,,20,,,,,,,,,,,,,,,,0.333333333333333,right,0,,,,,,,,0.25,2024-10-11,,1
2024-10-13,Anthony Edwards,1630162,,26,Guard,31,3,2,8,0.105263157894737,3.58476474981329,3.46820809248555,0.68421052631579,0.358330505598914,,,,,,,45,,,,,,,,,,,,,,,,0.617822817914351,,,,,,,,,,,2024-10-11,,1
2024-10-13,Bam Adebayo,1628389,,16,Center-Forward,6,2,4,0,0,12.5,3.2258064516129,0.4,0.151108126259234,,,,,,,20,,,,,,,,,,,,,,,,0.438888888888889,,,,,,,,,,,2024-10-08,,4
2024-10-13,Bol Bol,1629626,18,28,Center-Forward,14,1,8,4,0,14.5288753799392,0.847367488034037,0.6,0.181739835749772,4.5,0.128974745476144,1.25,6,1,17,35,,,,,,,,,,,,,,,,,,,,,,,,,,0.525,2024-10-11,,1
2024-10-13,Brandin Podziemski,1641764,22.25,19,Guard,12,4,4,2,0.285714285714286,11.8885448916409,5.32150776053215,0.428571428571429,0.285329247355499,8.25,0.224657472112413,4.5,4.5,1.25,23.25,27,,,,,,,,,,,,,,,,0.523809523809524,right,0.4,,,,,,,,0.448809523809524,2024-10-11,,1
2024-10-13,Bruno Fernando,1628981,,14,Forward-Center,6,1,2,0,1,7.21804511278195,1.68776371308017,0,0.118775510204082,,,,,,,12,,,,,,,,,,,,,,,,0.0277777777777778,right,0,,,,,,,,0.0277777777777778,2024-10-11,,1
