player_name,fantasy_team,pro_team,position,injured,injury_status,is_free_agent
Victor Wembanyama,Dixon Suburbmans,SAS,C,False,ACTIVE,False
Karl-Anthony Towns,Dixon Suburbmans,NYK,C,False,ACTIVE,False
Scottie Barnes,Dixon Suburbmans,TOR,SF,False,ACTIVE,False
Rudy Gobert,Dixon Suburbmans,MIN,C,False,ACTIVE,False
Nikola Vucevic,Dixon Suburbmans,CHI,C,False,ACTIVE,False
Paul George,Dixon Suburbmans,PHL,SF,False,ACTIVE,False
Josh Hart,Dixon Suburbmans,NYK,SF,False,ACTIVE,False
John Collins,Dixon Suburbmans,UTA,PF,True,OUT,False
Dyson Daniels,Dixon Suburbmans,ATL,SG,False,DAY_TO_DAY,False
CJ McCollum,Dixon Suburbmans,NOP,SG,False,ACTIVE,False
Chris Paul,Dixon Suburbmans,SAS,PG,False,ACTIVE,False
P.J. Washington,Dixon Suburbmans,DAL,PF,False,ACTIVE,False
Trey Murphy III,Dixon Suburbmans,NOP,SF,False,ACTIVE,False
Cam Thomas,Dixon Suburbmans,BKN,SG,True,OUT,False
Domantas Sabonis,WaRrIoRsInFiVe,SAC,C,False,ACTIVE,False
Jayson Tatum,WaRrIoRsInFiVe,BOS,PF,False,ACTIVE,False
De'Aaron Fox,WaRrIoRsInFiVe,SAC,PG,False,ACTIVE,False
Dejounte Murray,WaRrIoRsInFiVe,NOP,SG,False,ACTIVE,False
Jamal Murray,WaRrIoRsInFiVe,DEN,PG,False,ACTIVE,False
Tobias Harris,WaRrIoRsInFiVe,DET,PF,False,ACTIVE,False
Ivica Zubac,WaRrIoRsInFiVe,LAC,C,False,ACTIVE,False
Tyus Jones,WaRrIoRsInFiVe,PHO,PG,False,ACTIVE,False
Aaron Gordon,WaRrIoRsInFiVe,DEN,PF,True,OUT,False
Kawhi Leonard,WaRrIoRsInFiVe,LAC,SF,True,OUT,False
Bobby Portis,WaRrIoRsInFiVe,MIL,PF,False,ACTIVE,False
Amen Thompson,WaRrIoRsInFiVe,HOU,SF,False,SUSPENSION,False
Yves Missi,WaRrIoRsInFiVe,NOP,C,False,ACTIVE,False
Collin Sexton,WaRrIoRsInFiVe,UTA,SG,False,ACTIVE,False
Luka Doncic,Toronto Purebloods,DAL,PG,True,OUT,False
LeBron James,Toronto Purebloods,LAL,SF,False,ACTIVE,False
Bam Adebayo,Toronto Purebloods,MIA,C,False,ACTIVE,False
LaMelo Ball,Toronto Purebloods,CHA,PG,True,OUT,False
Jarrett Allen,Toronto Purebloods,CLE,C,False,ACTIVE,False
Coby White,Toronto Purebloods,CHI,PG,False,ACTIVE,False
Zach LaVine,Toronto Purebloods,CHI,SG,False,ACTIVE,False
Dereck Lively II,Toronto Purebloods,DAL,C,True,OUT,False
Clint Capela,Toronto Purebloods,ATL,C,False,ACTIVE,False
Bradley Beal,Toronto Purebloods,PHO,SF,False,DAY_TO_DAY,False
Christian Braun,Toronto Purebloods,DEN,SG,False,ACTIVE,False
Andrew Wiggins,Toronto Purebloods,GSW,SF,False,ACTIVE,False
Jeremy Sochan,Toronto Purebloods,SAS,PF,False,DAY_TO_DAY,False
Nikola Jokic,You Got Serbed,DEN,C,False,ACTIVE,False
Devin Booker,You Got Serbed,PHO,PG,False,ACTIVE,False
Alperen Sengun,You Got Serbed,HOU,C,False,ACTIVE,False
Lauri Markkanen,You Got Serbed,UTA,PF,False,ACTIVE,False
Stephen Curry,You Got Serbed,GSW,PG,False,DAY_TO_DAY,False
Desmond Bane,You Got Serbed,MEM,SG,False,ACTIVE,False
Mikal Bridges,You Got Serbed,NYK,SF,False,ACTIVE,False
Brandon Miller,You Got Serbed,CHA,SF,True,OUT,False
Deandre Ayton,You Got Serbed,POR,C,False,ACTIVE,False
Norman Powell,You Got Serbed,LAC,SG,False,ACTIVE,False
OG Anunoby,You Got Serbed,NYK,SF,False,ACTIVE,False
Anfernee Simons,You Got Serbed,POR,SG,False,ACTIVE,False
Khris Middleton,You Got Serbed,MIL,SF,False,ACTIVE,False
Jonas Valanciunas,You Got Serbed,WAS,C,False,ACTIVE,False
Giannis Antetokounmpo,IG live menaces,MIL,PF,False,ACTIVE,False
Ja Morant,IG live menaces,MEM,PG,True,OUT,False
Kevin Durant,IG live menaces,PHO,PF,False,ACTIVE,False
James Harden,IG live menaces,LAC,PG,False,ACTIVE,False
DeMar DeRozan,IG live menaces,SAC,SF,False,ACTIVE,False
Evan Mobley,IG live menaces,CLE,PF,False,ACTIVE,False
Jalen Johnson,IG live menaces,ATL,PF,False,DAY_TO_DAY,False
Fred VanVleet,IG live menaces,HOU,PG,False,ACTIVE,False
Michael Porter Jr.,IG live menaces,DEN,SF,False,ACTIVE,False
Tyler Herro,IG live menaces,MIA,SG,False,ACTIVE,False
Walker Kessler,IG live menaces,UTA,C,False,ACTIVE,False
Jordan Poole,IG live menaces,WAS,SG,False,DAY_TO_DAY,False
Austin Reaves,IG live menaces,LAL,SG,False,ACTIVE,False
Payton Pritchard,IG live menaces,BOS,PG,False,ACTIVE,False
Joel Embiid,Team Wankiewicz,PHL,C,True,OUT,False
Jalen Brunson,Team Wankiewicz,NYK,PG,False,DAY_TO_DAY,False
Donovan Mitchell,Team Wankiewicz,CLE,SG,False,ACTIVE,False
Trae Young,Team Wankiewicz,ATL,PG,False,DAY_TO_DAY,False
Kyrie Irving,Team Wankiewicz,DAL,PG,False,ACTIVE,False
Jimmy Butler,Team Wankiewicz,MIA,SF,False,ACTIVE,False
Jaren Jackson Jr.,Team Wankiewicz,MEM,C,False,ACTIVE,False
Jalen Williams,Team Wankiewicz,OKC,PF,False,ACTIVE,False
Darius Garland,Team Wankiewicz,CLE,PG,False,ACTIVE,False
Miles Bridges,Team Wankiewicz,CHA,SF,False,ACTIVE,False
Isaiah Hartenstein,Team Wankiewicz,OKC,C,False,ACTIVE,False
Mark Williams,Team Wankiewicz,CHA,C,False,ACTIVE,False
Dillon Brooks,Team Wankiewicz,HOU,SF,False,ACTIVE,False
Trayce Jackson-Davis,Team Wankiewicz,GSW,PF,False,ACTIVE,False
Tyrese Haliburton,Wades Grooming,IND,PG,False,ACTIVE,False
Anthony Edwards,Wades Grooming,MIN,SG,False,ACTIVE,False
Paolo Banchero,Wades Grooming,ORL,PF,True,OUT,False
Chet Holmgren,Wades Grooming,OKC,C,True,OUT,False
Cade Cunningham,Wades Grooming,DET,PG,False,DAY_TO_DAY,False
Damian Lillard,Wades Grooming,MIL,PG,False,ACTIVE,False
Myles Turner,Wades Grooming,IND,C,False,ACTIVE,False
Jalen Duren,Wades Grooming,DET,C,False,ACTIVE,False
Derrick White,Wades Grooming,BOS,SG,False,ACTIVE,False
Russell Westbrook,Wades Grooming,DEN,PG,False,ACTIVE,False
Alexandre Sarr,Wades Grooming,WAS,C,False,ACTIVE,False
Cameron Johnson,Wades Grooming,BKN,SF,False,ACTIVE,False
Jalen Green,Wades Grooming,HOU,SG,False,ACTIVE,False
Malik Beasley,Wades Grooming,DET,SG,False,ACTIVE,False
Shai Gilgeous-Alexander,Team Glen,OKC,PG,False,ACTIVE,False
Anthony Davis,Team Glen,LAL,C,False,ACTIVE,False
Pascal Siakam,Team Glen,IND,PF,False,ACTIVE,False
Tyrese Maxey,Team Glen,PHL,PG,False,ACTIVE,False
Julius Randle,Team Glen,MIN,PF,False,ACTIVE,False
Jaylen Brown,Team Glen,BOS,SF,False,DAY_TO_DAY,False
Franz Wagner,Team Glen,ORL,SF,True,OUT,False
Brandon Ingram,Team Glen,NOP,SF,True,OUT,False
Jakob Poeltl,Team Glen,TOR,C,False,ACTIVE,False
Josh Giddey,Team Glen,CHI,SG,False,ACTIVE,False
RJ Barrett,Team Glen,TOR,SF,True,OUT,False
Kristaps Porzingis,Team Glen,BOS,C,True,OUT,False
Goga Bitadze,Team Glen,ORL,C,False,ACTIVE,False
De'Andre Hunter,Team Glen,ATL,SF,False,ACTIVE,False
Zion Williamson,Free Agent,NOP,PF,True,OUT,True
Jrue Holiday,Free Agent,BOS,PG,False,ACTIVE,True
D'Angelo Russell,Free Agent,BKN,PG,False,ACTIVE,True
Jalen Suggs,Free Agent,ORL,PG,False,ACTIVE,True
Brook Lopez,Free Agent,MIL,C,False,ACTIVE,True
Klay Thompson,Free Agent,DAL,SG,False,ACTIVE,True
Keegan Murray,Free Agent,SAC,PF,False,DAY_TO_DAY,True
Daniel Gafford,Free Agent,DAL,C,False,ACTIVE,True
Devin Vassell,Free Agent,SAS,SG,False,ACTIVE,True
Jaden Ivey,Free Agent,DET,SG,False,ACTIVE,True
Dennis Schroder,Free Agent,GSW,PG,False,ACTIVE,True
Jonathan Kuminga,Free Agent,GSW,PF,False,ACTIVE,True
Nic Claxton,Free Agent,BKN,C,False,ACTIVE,True
Kyle Kuzma,Free Agent,WAS,PF,False,ACTIVE,True
Buddy Hield,Free Agent,GSW,SG,False,ACTIVE,True
Draymond Green,Free Agent,GSW,PF,False,ACTIVE,True
Malik Monk,Free Agent,SAC,SG,False,ACTIVE,True
Naz Reid,Free Agent,MIN,C,False,ACTIVE,True
Jerami Grant,Free Agent,POR,PF,False,DAY_TO_DAY,True
Immanuel Quickley,Free Agent,TOR,PG,True,OUT,True
Jabari Smith Jr.,Free Agent,HOU,PF,False,ACTIVE,True
Santi Aldama,Free Agent,MEM,PF,True,OUT,True
Deni Avdija,Free Agent,POR,SF,False,ACTIVE,True
Zach Edey,Free Agent,MEM,C,False,DAY_TO_DAY,True
Terry Rozier,Free Agent,MIA,PG,False,SUSPENSION,True
Malcolm Brogdon,Free Agent,WAS,PG,False,ACTIVE,True
Bennedict Mathurin,Free Agent,IND,SF,False,ACTIVE,True
Jusuf Nurkic,Free Agent,PHO,C,False,SUSPENSION,True
Caris LeVert,Free Agent,CLE,SG,False,ACTIVE,True
Donte DiVincenzo,Free Agent,MIN,SG,False,ACTIVE,True
Bilal Coulibaly,Free Agent,WAS,SF,False,ACTIVE,True
Bogdan Bogdanovic,Free Agent,ATL,SG,True,OUT,True
Gradey Dick,Free Agent,TOR,SG,False,DAY_TO_DAY,True
Kelly Oubre Jr.,Free Agent,PHL,SF,False,DAY_TO_DAY,True
Shaedon Sharpe,Free Agent,POR,SG,False,ACTIVE,True
Grayson Allen,Free Agent,PHO,SG,True,OUT,True
Ayo Dosunmu,Free Agent,CHI,SG,True,OUT,True
Jaime Jaquez Jr.,Free Agent,MIA,SF,False,ACTIVE,True
Scotty Pippen Jr.,Free Agent,MEM,PG,False,ACTIVE,True
Mike Conley,Free Agent,MIN,PG,False,ACTIVE,True
Scoot Henderson,Free Agent,POR,PG,False,ACTIVE,True
Rui Hachimura,Free Agent,LAL,PF,False,ACTIVE,True
Jordan Clarkson,Free Agent,UTA,SG,False,ACTIVE,True
Tari Eason,Free Agent,HOU,SF,True,OUT,True
Herbert Jones,Free Agent,NOP,SF,False,ACTIVE,True
Reed Sheppard,Free Agent,HOU,SG,False,ACTIVE,True
Stephon Castle,Free Agent,SAS,PG,False,ACTIVE,True
Keyonte George,Free Agent,UTA,PG,False,ACTIVE,True
Onyeka Okongwu,Free Agent,ATL,C,False,ACTIVE,True
Keldon Johnson,Free Agent,SAS,SF,False,ACTIVE,True
Ausar Thompson,Free Agent,DET,SF,False,ACTIVE,True
Jared McCain,Free Agent,PHL,SG,True,OUT,True
Dalton Knecht,Free Agent,LAL,SG,False,ACTIVE,True
Ochai Agbaji,Free Agent,TOR,SF,False,ACTIVE,True
Al Horford,Free Agent,BOS,C,False,ACTIVE,True
Brandin Podziemski,Free Agent,GSW,SG,True,OUT,True
Ben Simmons,Free Agent,BKN,PG,False,ACTIVE,True
Luguentz Dort,Free Agent,OKC,SG,False,ACTIVE,True
Spencer Dinwiddie,Free Agent,DAL,PG,False,ACTIVE,True
Andrew Nembhard,Free Agent,IND,PG,False,ACTIVE,True
T.J. McConnell,Free Agent,IND,PG,False,ACTIVE,True
Jaden McDaniels,Free Agent,MIN,SF,False,ACTIVE,True
Alex Caruso,Free Agent,OKC,SG,True,OUT,True
Zaccharie Risacher,Free Agent,ATL,SF,False,ACTIVE,True
Justin Champagnie,Free Agent,WAS,SF,False,ACTIVE,True
Kentavious Caldwell-Pope,Free Agent,ORL,SG,False,ACTIVE,True
Donovan Clingan,Free Agent,POR,C,False,ACTIVE,True
Kevin Huerter,Free Agent,SAC,SG,False,ACTIVE,True
Royce O'Neale,Free Agent,PHO,SF,True,OUT,True
Julian Champagnie,Free Agent,SAS,SF,False,ACTIVE,True
Marcus Smart,Free Agent,MEM,SG,True,OUT,True
Andre Drummond,Free Agent,PHL,C,True,OUT,True
Nick Richards,Free Agent,CHA,C,False,ACTIVE,True
Bronny James,Free Agent,LAL,PG,False,ACTIVE,True
Wendell Carter Jr.,Free Agent,ORL,C,False,ACTIVE,True
Obi Toppin,Free Agent,IND,PF,False,ACTIVE,True
Tre Mann,Free Agent,CHA,PG,True,OUT,True
Rob Dillingham,Free Agent,MIN,PG,False,DAY_TO_DAY,True
Lonzo Ball,Free Agent,CHI,PG,False,ACTIVE,True
Harrison Barnes,Free Agent,SAS,PF,False,ACTIVE,True
Brandon Boston,Free Agent,NOP,SG,False,ACTIVE,True
Guerschon Yabusele,Free Agent,PHL,PF,False,ACTIVE,True
Ty Jerome,Free Agent,CLE,PG,False,ACTIVE,True
Kelly Olynyk,Free Agent,TOR,C,False,ACTIVE,True
Patrick Williams,Free Agent,CHI,PF,False,ACTIVE,True
Jarred Vanderbilt,Free Agent,LAL,PF,True,OUT,True
Quentin Grimes,Free Agent,DAL,SG,False,ACTIVE,True
Miles McBride,Free Agent,NYK,PG,False,ACTIVE,True
Toumani Camara,Free Agent,POR,PF,False,ACTIVE,True
Robert Williams III,Free Agent,POR,C,False,ACTIVE,True
Max Strus,Free Agent,CLE,SF,False,ACTIVE,True
Dorian Finney-Smith,Free Agent,LAL,PF,False,ACTIVE,True
Tristan da Silva,Free Agent,ORL,SF,False,ACTIVE,True
Carlton Carrington,Free Agent,WAS,PG,False,ACTIVE,True
Tre Jones,Free Agent,SAS,PG,False,ACTIVE,True
Caleb Martin,Free Agent,PHL,SG,False,ACTIVE,True
Kevin Porter Jr.,Free Agent,LAC,SG,False,ACTIVE,True
Kris Dunn,Free Agent,LAC,PG,False,ACTIVE,True
Derrick Jones Jr.,Free Agent,LAC,SF,False,ACTIVE,True
Jake LaRavia,Free Agent,MEM,PF,False,DAY_TO_DAY,True
Larry Nance Jr.,Free Agent,ATL,PF,True,OUT,True
Chris Boucher,Free Agent,TOR,PF,False,ACTIVE,True
Keon Johnson,Free Agent,BKN,SG,False,ACTIVE,True
De'Anthony Melton,Free Agent,BKN,PG,True,OUT,True
Isaiah Stewart,Free Agent,DET,C,False,ACTIVE,True
Cason Wallace,Free Agent,OKC,SG,False,ACTIVE,True
Duncan Robinson,Free Agent,MIA,SF,False,DAY_TO_DAY,True
Moritz Wagner,Free Agent,ORL,C,True,OUT,True
Jalen Smith,Free Agent,CHI,PF,False,ACTIVE,True
Tim Hardaway Jr.,Free Agent,DET,SG,False,ACTIVE,True
Noah Clowney,Free Agent,BKN,PF,False,ACTIVE,True
Bojan Bogdanovic,Free Agent,BKN,PF,True,OUT,True
Corey Kispert,Free Agent,WAS,SF,False,ACTIVE,True
Jose Alvarado,Free Agent,NOP,PG,True,OUT,True
Gary Trent Jr.,Free Agent,MIL,SG,False,ACTIVE,True
Dean Wade,Free Agent,CLE,PF,False,ACTIVE,True
Peyton Watson,Free Agent,DEN,SF,False,ACTIVE,True
Anthony Black,Free Agent,ORL,PG,True,OUT,True
Cole Anthony,Free Agent,ORL,PG,False,ACTIVE,True
Nickeil Alexander-Walker,Free Agent,MIN,SG,False,ACTIVE,True
Bruce Brown,Free Agent,TOR,SG,True,OUT,True
Matas Buzelis,Free Agent,CHI,SF,False,ACTIVE,True
Max Christie,Free Agent,LAL,SG,False,ACTIVE,True
Kevon Looney,Free Agent,GSW,C,False,ACTIVE,True
Jordan Hawkins,Free Agent,NOP,SG,False,ACTIVE,True
Terance Mann,Free Agent,LAC,SG,True,OUT,True
Precious Achiuwa,Free Agent,NYK,PF,False,ACTIVE,True
Cody Martin,Free Agent,CHA,SG,True,OUT,True
Davion Mitchell,Free Agent,TOR,PG,False,ACTIVE,True
Naji Marshall,Free Agent,DAL,SF,False,SUSPENSION,True
Nikola Jovic,Free Agent,MIA,PF,False,ACTIVE,True
Paul Reed,Free Agent,DET,C,False,ACTIVE,True
Jaylen Wells,Free Agent,MEM,SG,False,ACTIVE,True
Kel'el Ware,Free Agent,MIA,C,False,ACTIVE,True
Kyle Lowry,Free Agent,PHL,PG,False,ACTIVE,True
Aaron Nesmith,Free Agent,IND,SF,True,OUT,True
Jay Huff,Free Agent,MEM,C,False,ACTIVE,True
Kyle Anderson,Free Agent,GSW,SF,False,DAY_TO_DAY,True
Brandon Clarke,Free Agent,MEM,PF,False,DAY_TO_DAY,True
Cam Whitmore,Free Agent,HOU,SF,False,ACTIVE,True
Taurean Prince,Free Agent,MIL,SF,False,ACTIVE,True
Mitchell Robinson,Free Agent,NYK,C,True,OUT,True
Seth Curry,Free Agent,CHA,SG,False,ACTIVE,True
Taylor Hendricks,Free Agent,UTA,PF,True,OUT,True
Aaron Wiggins,Free Agent,OKC,SG,False,ACTIVE,True
Jonathan Isaac,Free Agent,ORL,PF,False,ACTIVE,True
Vasilije Micic,Free Agent,CHA,PG,False,ACTIVE,True
Grant Williams,Free Agent,CHA,PF,True,OUT,True
Kevin Love,Free Agent,MIA,PF,False,ACTIVE,True
Ronald Holland II,Free Agent,DET,SF,False,ACTIVE,True
Luke Kennard,Free Agent,MEM,SG,False,ACTIVE,True
Steven Adams,Free Agent,HOU,C,False,ACTIVE,True
Haywood Highsmith,Free Agent,MIA,SF,False,ACTIVE,True
Garrison Mathews,Free Agent,ATL,SG,False,ACTIVE,True
Shake Milton,Free Agent,LAL,SG,False,ACTIVE,True
Bol Bol,Free Agent,PHO,PF,False,ACTIVE,True
Mason Plumlee,Free Agent,PHO,C,False,ACTIVE,True
Vince Williams Jr.,Free Agent,MEM,SG,True,OUT,True
Luke Kornet,Free Agent,BOS,C,False,ACTIVE,True
GG Jackson II,Free Agent,MEM,PF,True,OUT,True
Georges Niang,Free Agent,CLE,PF,False,ACTIVE,True
Sam Hauser,Free Agent,BOS,SF,False,ACTIVE,True
Jalen Wilson,Free Agent,BKN,PF,False,ACTIVE,True
Elfrid Payton,Free Agent,FA,PG,False,ACTIVE,True
Kyshawn George,Free Agent,WAS,SG,False,ACTIVE,True
Amir Coffey,Free Agent,LAC,SG,False,ACTIVE,True
Dalano Banton,Free Agent,POR,PG,True,OUT,True
Zach Collins,Free Agent,SAS,C,False,ACTIVE,True
Alec Burks,Free Agent,MIA,SG,False,ACTIVE,True
Moses Moody,Free Agent,GSW,SG,False,ACTIVE,True
Cameron Payne,Free Agent,NYK,PG,False,ACTIVE,True
John Konchar,Free Agent,MEM,SG,False,ACTIVE,True
Josh Green,Free Agent,CHA,SG,False,ACTIVE,True
Kyle Filipowski,Free Agent,UTA,PF,False,ACTIVE,True
Ziaire Williams,Free Agent,BKN,SF,True,OUT,True
Jamal Shead,Free Agent,TOR,PG,False,ACTIVE,True
Isaac Okoro,Free Agent,CLE,SF,True,OUT,True
Jonathan Mogbo,Free Agent,TOR,PF,False,ACTIVE,True
Julian Strawther,Free Agent,DEN,SF,False,ACTIVE,True
Isaiah Joe,Free Agent,OKC,SG,False,ACTIVE,True
Cody Williams,Free Agent,UTA,SG,False,ACTIVE,True
Keon Ellis,Free Agent,SAC,SG,False,ACTIVE,True
Ja'Kobe Walter,Free Agent,TOR,SG,False,DAY_TO_DAY,True
Jarace Walker,Free Agent,IND,PF,False,ACTIVE,True
Marvin Bagley III,Free Agent,WAS,PF,True,OUT,True
Thanasis Antetokounmpo,Free Agent,FA,SF,True,OUT,True
Ryan Dunn,Free Agent,PHO,SF,False,ACTIVE,True
Mo Bamba,Free Agent,LAC,C,False,ACTIVE,True
Reggie Jackson,Free Agent,PHL,PG,False,ACTIVE,True
Bones Hyland,Free Agent,LAC,PG,False,ACTIVE,True
Moussa Diabate,Free Agent,CHA,PF,False,ACTIVE,True
Neemias Queta,Free Agent,BOS,C,False,ACTIVE,True
Rudy Gay,Free Agent,GSW,PF,False,[],True
Saddiq Bey,Free Agent,WAS,SF,True,OUT,True
Ajay Mitchell,Free Agent,OKC,PG,False,ACTIVE,True
Xavier Tillman,Free Agent,BOS,PF,False,ACTIVE,True
Eric Gordon,Free Agent,PHL,SG,True,OUT,True
Gary Payton II,Free Agent,GSW,SG,True,OUT,True
Tidjane Salaun,Free Agent,CHA,PF,False,ACTIVE,True
Christian Wood,Free Agent,LAL,PF,True,OUT,True
Jordan Walsh,Free Agent,BOS,SF,False,ACTIVE,True
Terrence Shannon Jr.,Free Agent,MIN,SG,False,ACTIVE,True
Jeremiah Robinson-Earl,Free Agent,NOP,PF,False,DAY_TO_DAY,True
Jaxson Hayes,Free Agent,LAL,C,False,ACTIVE,True
Day'Ron Sharpe,Free Agent,BKN,C,False,ACTIVE,True
Jaylin Williams,Free Agent,OKC,C,False,ACTIVE,True
Kenrich Williams,Free Agent,OKC,SF,False,ACTIVE,True
Jaden Hardy,Free Agent,DAL,SG,False,ACTIVE,True
Malaki Branham,Free Agent,SAS,SG,False,ACTIVE,True
AJ Green,Free Agent,MIL,SG,False,ACTIVE,True
Daniel Theis,Free Agent,NOP,C,False,ACTIVE,True
Nicolas Batum,Free Agent,LAC,PF,False,ACTIVE,True
Devin Carter,Free Agent,SAC,PG,True,OUT,True
Josh Okogie,Free Agent,PHO,SF,False,ACTIVE,True
Isaiah Collier,Free Agent,UTA,PG,False,ACTIVE,True
Javonte Green,Free Agent,NOP,SF,False,ACTIVE,True
Richaun Holmes,Free Agent,WAS,C,False,ACTIVE,True
Nikola Topic,Free Agent,OKC,PG,True,OUT,True
Derrick Rose,Free Agent,FA,PG,False,ACTIVE,True
Matisse Thybulle,Free Agent,POR,SF,True,OUT,True
KJ Martin,Free Agent,PHL,SF,True,OUT,True
Josh Richardson,Free Agent,MIA,SG,True,OUT,True
Trey Lyles,Free Agent,SAC,PF,False,ACTIVE,True
Marcus Sasser,Free Agent,DET,PG,False,ACTIVE,True
Isaiah Jackson,Free Agent,IND,PF,True,OUT,True
Cam Reddish,Free Agent,LAL,SF,False,ACTIVE,True
Sam Merrill,Free Agent,CLE,SG,False,DAY_TO_DAY,True
Trevelin Queen,Free Agent,ORL,SG,True,OUT,True
Monte Morris,Free Agent,PHO,PG,False,ACTIVE,True
Jared Butler,Free Agent,WAS,SG,False,ACTIVE,True
Yuki Kawamura,Free Agent,MEM,PG,False,DAY_TO_DAY,True
Gabe Vincent,Free Agent,LAL,PG,False,DAY_TO_DAY,True
Tyler Kolek,Free Agent,NYK,PG,False,ACTIVE,True
Talen Horton-Tucker,Free Agent,CHI,SG,False,ACTIVE,True
David Roddy,Free Agent,ATL,PF,False,ACTIVE,True
Simone Fontecchio,Free Agent,DET,SF,True,OUT,True
Jericho Sims,Free Agent,NYK,C,False,ACTIVE,True
Brice Sensabaugh,Free Agent,UTA,SF,False,ACTIVE,True
Lindy Waters III,Free Agent,GSW,SG,False,ACTIVE,True
James Wiseman,Free Agent,IND,C,True,OUT,True
Pat Connaughton,Free Agent,MIL,SG,False,ACTIVE,True
Joe Ingles,Free Agent,MIN,SF,False,ACTIVE,True
Maxi Kleber,Free Agent,DAL,PF,False,ACTIVE,True
Charles Bassey,Free Agent,SAS,C,False,ACTIVE,True
Kris Murray,Free Agent,POR,PF,False,ACTIVE,True
